file_name,transcription,utterance_id
data\segment_1144.wav," And well, let's kindly see. Shinde has never disputed that because he is the he is the in the ships say, he says I am the shipsayer, and he has never disputed that Uzafthakir is the Pakspur Mook.",ygx1h58ahr
data\segment_1145.wav, He is not disputed even today.,yqb1jvrayp
data\segment_1146.wav," So in what capacity did he go to the governor? Where did he get authority from? Not from Uddha Taghre, not from the Pakshdomu.",ab8ynnhr2y
data\segment_1147.wav," In fact, Bela's what the governor does in this process, it revives the concept of a split and allows it to be alive before him, even though para three has been deleted from the gives it legitimacy.",3flu4y5bpd
data\segment_1148.wav, Now all this is is is is violation of two hundred and one A. All this per se malar what is the speaker to decide?,4zn7cteyaf
data\segment_1149.wav," From the twenty first of June right up to thirtieth of June when he's sworn in, each act amounts to voluntarily giving up membership of the party. Each act.",pw09hcbyj1
data\segment_1150.wav," There is a particular rule Maharashtra Legislature Members Removal of Disqualification Act under which it is made clear. And that your lordships will find at page one hundred forty of the statute compilation. Just let's go there. Let's quickly go to that. Yes, let's quickly go there. Please, you should compilation. Uh, misses Sibyl, anything here in this compilation so that we are closing it now. We're closing this compilation screen so we can go. Yes, just something else. If there's something else to be shown here, you can quickly show us and then go to the rule.",8ym0lljdam
data\segment_1151.wav," And under the ten schedule, he has no defense.",te1gm820u2
data\segment_1152.wav, Because there's no amalgamation.,4709fpd4vg
data\segment_1153.wav," May I malice, your lordship, my lord, the Chief Justice, ask me a very pertinent question, Malice, as to what a person should do if he's unhappy. And actually the answer lies in a judgment of the Election Commission, Ramanand Reddy.",tlfqdpcvl0
data\segment_1154.wav, which was came up in SLP to Supreme Court SLP was dismissed. But it's just give it to my That's the judgment of which court? That's the judgment of of Millery Election Commission.,v33ulgouk1
data\segment_1155.wav," Just give it to my lord, please.",2oskctvu5j
data\segment_1156.wav," Well, let's.",i7vr9g7a9h
data\segment_1157.wav," When you proclaim that you continue to be member of the Shiv Sena, you also proclaim that you are working under the Constitution of the Shiv Sena. Naturally, Malus, you must assume that. And the Constitution of the Shiv Sena allows you to voice your opinions in the form of a dissent or otherwise and to get support from primary members of the party or from the Pratinidi Sabah.",se9qel2emp
data\segment_1158.wav, as well as the caricature so that you can actually,rn3vg698lm
data\segment_1159.wav," articulate your concerns. And so it is in this context, Malads, this order was passed by the election commission, by the election commission. And this judgment, Malads, I want your my law's attention to what paragraph what have you given? Yes, this here.",ywg2t2ovkf
data\segment_1160.wav, You don't get me to be the two minutes.,i19df7ut3i
data\segment_1161.wav," Let's see this is this question as it is only then I'll go back. So we might as well complete it from this part. Yes, let's complete this part. Let's see page one. Pearl, if I may, please look at page seven hundred eleven, period seven hundred twenty three, just in case the essence of the English translation has been lost. This is the same document letter at seven hundred eleven, the same letter that you were pointing out, twenty fifth, november nineteenth. It's in Marathi.",hwujlifs2z
data\segment_1162.wav, Mothers had a couple of questions for me.,9ej77m42kn
data\segment_1163.wav," Much of the submissions, I don't know whether they will join issue with you. Yes. Straightforward from the interpretation of the Constitution and the provision. Two aspects, one relating to the leadership issue, which is staring in the face of the speaker at least. That is one aspect of the matter. How does one deal with it? Other is. That's what is staring in the face of the.",zedci0fo5e
data\segment_1164.wav," Yes. Leadership issue. Yes. Particularly in the context of the legislators. Correct. Now, another aspect I want your exposition on that is that legislators double up as the political leaders in every district. Yes. They are the same legislator. Yes. Yes. Here he is a legislator in a district. He is a leader. Yes.",cc7gy3z0uo
